shift_Id,doct_Id,nurse_Id,helper_Id,shift_Date,shift_Start,shift_End
70961,1280,null,null,2025-05-19,14:00:00,22:00:00
70962,1277,null,null,2025-05-20,08:00:00,16:00:00
70963,1296,null,null,2025-05-21,08:00:00,16:00:00
70964,1290,null,null,2025-05-22,14:00:00,22:00:00
70965,1287,null,null,2025-05-23,08:00:00,16:00:00
70966,1303,null,null,2025-05-24,08:00:00,16:00:00
70967,1302,null,null,2025-05-25,14:00:00,22:00:00
70968,1341,null,null,2025-05-26,08:00:00,16:00:00
70969,1330,null,null,2025-05-27,14:00:00,22:00:00
70970,1313,null,null,2025-05-28,08:00:00,16:00:00
70971,1385,null,null,2025-05-29,08:00:00,16:00:00
70972,1371,null,null,2025-05-30,14:00:00,22:00:00
70973,1388,null,null,2025-05-31,08:00:00,16:00:00
70974,1394,null,null,2025-06-01,08:00:00,16:00:00
70975,1395,null,null,2025-06-02,14:00:00,22:00:00
70976,1399,null,null,2025-05-19,08:00:00,16:00:00
70977,1007,null,null,2025-05-20,06:00:00,14:00:00
70978,1003,null,null,2025-05-21,14:00:00,22:00:00
70979,1005,null,null,2025-05-22,18:00:00,02:00:00
70980,1001,null,null,2025-05-23,22:00:00,06:00:00
70981,1008,null,null,2025-05-24,08:00:00,16:00:00
70982,1011,null,null,2025-05-25,12:00:00,20:00:00
70983,1015,null,null,2025-05-26,08:00:00,16:00:00
70984,1013,null,null,2025-05-27,14:00:00,22:00:00
70985,1017,null,null,2025-05-28,08:00:00,16:00:00
70986,1018,null,null,2025-05-29,14:00:00,22:00:00
70987,1022,null,null,2025-05-30,08:00:00,16:00:00
70988,1023,null,null,2025-05-31,14:00:00,22:00:00
70989,1032,null,null,2025-06-01,07:00:00,15:00:00
70990,1047,null,null,2025-06-02,15:00:00,23:00:00
70991,1073,null,null,2025-05-19,19:00:00,03:00:00
70992,1060,null,null,2025-05-20,23:00:00,07:00:00
70993,1063,null,null,2025-05-21,07:00:00,15:00:00
70994,1075,null,null,2025-05-22,15:00:00,23:00:00
70995,1037,null,null,2025-05-23,19:00:00,03:00:00
70996,1053,null,null,2025-05-24,23:00:00,07:00:00
70997,1092,null,null,2025-05-25,08:00:00,16:00:00
70998,1082,null,null,2025-05-26,14:00:00,22:00:00
70999,1088,null,null,2025-05-27,08:00:00,16:00:00
71000,1097,null,null,2025-05-28,08:00:00,16:00:00
71001,1093,null,null,2025-05-29,14:00:00,22:00:00
71002,1105,null,null,2025-05-30,08:00:00,16:00:00
71003,1098,null,null,2025-05-31,14:00:00,22:00:00
71004,1103,null,null,2025-06-01,08:00:00,16:00:00
71005,1108,null,null,2025-06-02,08:00:00,16:00:00
71006,1107,null,null,2025-05-19,14:00:00,22:00:00
71007,1112,null,null,2025-05-20,08:00:00,16:00:00
71008,1113,null,null,2025-05-21,14:00:00,22:00:00
71009,1120,null,null,2025-05-22,08:00:00,16:00:00
71010,1118,null,null,2025-05-23,14:00:00,22:00:00
71011,1123,null,null,2025-05-24,08:00:00,16:00:00
71012,1122,null,null,2025-05-25,14:00:00,22:00:00
71013,1127,null,null,2025-05-26,08:00:00,16:00:00
71014,1128,null,null,2025-05-27,14:00:00,22:00:00
71015,1143,null,null,2025-05-28,08:00:00,16:00:00
71016,1137,null,null,2025-05-29,14:00:00,22:00:00
71017,1135,null,null,2025-05-30,08:00:00,16:00:00
71018,1182,null,null,2025-05-31,06:00:00,14:00:00
71019,1154,null,null,2025-06-01,14:00:00,22:00:00
71020,1150,null,null,2025-06-02,22:00:00,06:00:00
71021,1179,null,null,2025-05-19,06:00:00,14:00:00
71022,1189,null,null,2025-05-20,08:00:00,16:00:00
71023,1187,null,null,2025-05-21,14:00:00,22:00:00
71024,1185,null,null,2025-05-22,08:00:00,16:00:00
71025,1195,null,null,2025-05-23,08:00:00,16:00:00
71026,1194,null,null,2025-05-24,14:00:00,22:00:00
71027,1190,null,null,2025-05-25,08:00:00,16:00:00
71028,1200,null,null,2025-05-26,08:00:00,16:00:00
71029,1201,null,null,2025-05-27,14:00:00,22:00:00
71030,1222,null,null,2025-05-28,08:00:00,16:00:00
71031,1202,null,null,2025-05-29,14:00:00,22:00:00
71032,1232,null,null,2025-05-30,08:00:00,16:00:00
71033,1253,null,null,2025-05-31,08:00:00,16:00:00
71034,1249,null,null,2025-06-01,14:00:00,22:00:00
71035,1251,null,null,2025-06-02,08:00:00,16:00:00
71036,1254,null,null,2025-05-19,08:00:00,16:00:00
71037,1258,null,null,2025-05-20,14:00:00,22:00:00
71038,1259,null,null,2025-05-21,08:00:00,16:00:00
71039,1269,null,null,2025-05-22,08:00:00,16:00:00
71040,1266,null,null,2025-05-23,14:00:00,22:00:00
71041,1268,null,null,2025-05-24,08:00:00,16:00:00
71042,1273,null,null,2025-05-25,08:00:00,16:00:00
71043,1274,null,null,2025-05-26,14:00:00,22:00:00
71044,1279,null,null,2025-05-27,08:00:00,16:00:00
71045,1298,null,null,2025-05-28,08:00:00,16:00:00
71046,1283,null,null,2025-05-29,14:00:00,22:00:00
71047,1299,null,null,2025-05-30,08:00:00,16:00:00
71048,1303,null,null,2025-05-31,08:00:00,16:00:00
71049,1304,null,null,2025-06-01,14:00:00,22:00:00
71050,1314,null,null,2025-06-02,08:00:00,16:00:00
71051,1311,null,null,2025-05-19,14:00:00,22:00:00
71052,1329,null,null,2025-05-20,08:00:00,16:00:00
71053,1366,null,null,2025-05-21,08:00:00,16:00:00
71054,1387,null,null,2025-05-22,14:00:00,22:00:00
71055,1390,null,null,2025-05-23,08:00:00,16:00:00
71056,1397,null,null,2025-05-24,08:00:00,16:00:00
71057,1398,null,null,2025-05-25,14:00:00,22:00:00
71058,1395,null,null,2025-05-26,08:00:00,16:00:00
71061,null,3001,null,2025-05-19,08:00:00,20:00:00
71062,null,3002,null,2025-05-20,08:00:00,20:00:00
71063,null,3003,null,2025-05-21,08:00:00,20:00:00
71064,null,3004,null,2025-05-22,08:00:00,20:00:00
71065,null,3005,null,2025-05-23,08:00:00,20:00:00
71066,null,3006,null,2025-05-24,08:00:00,20:00:00
71067,null,3007,null,2025-05-25,08:00:00,20:00:00
71068,null,3008,null,2025-05-26,08:00:00,20:00:00
71069,null,3009,null,2025-05-27,08:00:00,20:00:00
71070,null,3010,null,2025-05-28,08:00:00,20:00:00
71071,null,3011,null,2025-05-29,08:00:00,20:00:00
71072,null,3012,null,2025-05-30,08:00:00,20:00:00
71073,null,3013,null,2025-05-31,08:00:00,20:00:00
71074,null,3014,null,2025-06-01,08:00:00,20:00:00
71075,null,3015,null,2025-06-02,08:00:00,20:00:00
71076,null,3016,null,2025-05-19,08:00:00,20:00:00
71077,null,3017,null,2025-05-20,08:00:00,20:00:00
71078,null,3018,null,2025-05-21,08:00:00,20:00:00
71079,null,3019,null,2025-05-22,08:00:00,20:00:00
71080,null,3020,null,2025-05-23,08:00:00,20:00:00
71081,null,3021,null,2025-05-24,08:00:00,20:00:00
71082,null,3022,null,2025-05-25,08:00:00,20:00:00
71083,null,3023,null,2025-05-26,08:00:00,20:00:00
71084,null,3024,null,2025-05-27,08:00:00,20:00:00
71085,null,3025,null,2025-05-28,08:00:00,20:00:00
71086,null,3026,null,2025-05-29,08:00:00,20:00:00
71087,null,3027,null,2025-05-30,08:00:00,20:00:00
71088,null,3028,null,2025-05-31,08:00:00,20:00:00
71089,null,3029,null,2025-06-01,08:00:00,20:00:00
71090,null,3030,null,2025-06-02,08:00:00,20:00:00
71091,null,3031,null,2025-05-19,08:00:00,20:00:00
71092,null,3032,null,2025-05-20,08:00:00,20:00:00
71093,null,3033,null,2025-05-21,08:00:00,20:00:00
71094,null,3034,null,2025-05-22,08:00:00,20:00:00
71095,null,3035,null,2025-05-23,08:00:00,20:00:00
71096,null,3036,null,2025-05-24,08:00:00,20:00:00
71097,null,3037,null,2025-05-25,08:00:00,20:00:00
71098,null,3038,null,2025-05-26,08:00:00,20:00:00
71099,null,3039,null,2025-05-27,08:00:00,20:00:00
71100,null,3040,null,2025-05-28,08:00:00,20:00:00
71101,null,3041,null,2025-05-29,08:00:00,20:00:00
71102,null,3042,null,2025-05-30,08:00:00,20:00:00
71103,null,3043,null,2025-05-31,08:00:00,20:00:00
71104,null,3044,null,2025-06-01,08:00:00,20:00:00
71105,null,3045,null,2025-06-02,08:00:00,20:00:00
71106,null,3046,null,2025-05-19,08:00:00,20:00:00
71107,null,3047,null,2025-05-20,08:00:00,20:00:00
71108,null,3048,null,2025-05-21,08:00:00,20:00:00
71109,null,3049,null,2025-05-22,08:00:00,20:00:00
71110,null,3050,null,2025-05-23,08:00:00,20:00:00
71111,null,3051,null,2025-05-24,08:00:00,20:00:00
71112,null,3052,null,2025-05-25,08:00:00,20:00:00
71113,null,3053,null,2025-05-26,08:00:00,20:00:00
71114,null,3054,null,2025-05-27,08:00:00,20:00:00
71115,null,3055,null,2025-05-28,08:00:00,20:00:00
71116,null,3056,null,2025-05-29,08:00:00,20:00:00
71117,null,3057,null,2025-05-30,08:00:00,20:00:00
71118,null,3058,null,2025-05-31,08:00:00,20:00:00
71119,null,3059,null,2025-06-01,08:00:00,20:00:00
71120,null,3060,null,2025-06-02,08:00:00,20:00:00
71121,null,3061,null,2025-05-19,08:00:00,20:00:00
71122,null,3062,null,2025-05-20,08:00:00,20:00:00
71123,null,3063,null,2025-05-21,08:00:00,20:00:00
71124,null,3064,null,2025-05-22,08:00:00,20:00:00
71125,null,3065,null,2025-05-23,08:00:00,20:00:00
71126,null,3066,null,2025-05-24,08:00:00,20:00:00
71127,null,3067,null,2025-05-25,08:00:00,20:00:00
71128,null,3068,null,2025-05-26,08:00:00,20:00:00
71129,null,3069,null,2025-05-27,08:00:00,20:00:00
71130,null,3070,null,2025-05-28,08:00:00,20:00:00
71131,null,3071,null,2025-05-29,08:00:00,20:00:00
71132,null,3072,null,2025-05-30,08:00:00,20:00:00
71133,null,3073,null,2025-05-31,08:00:00,20:00:00
71134,null,3074,null,2025-06-01,08:00:00,20:00:00
71135,null,3075,null,2025-06-02,08:00:00,20:00:00
71136,null,3076,null,2025-05-19,08:00:00,20:00:00
71137,null,3077,null,2025-05-20,08:00:00,20:00:00
71138,null,3078,null,2025-05-21,08:00:00,20:00:00
71139,null,3079,null,2025-05-22,08:00:00,20:00:00
71140,null,3080,null,2025-05-23,08:00:00,20:00:00
71141,null,3081,null,2025-05-24,08:00:00,20:00:00
71142,null,3082,null,2025-05-25,08:00:00,20:00:00
71143,null,3083,null,2025-05-26,08:00:00,20:00:00
71144,null,3084,null,2025-05-27,08:00:00,20:00:00
71145,null,3085,null,2025-05-28,08:00:00,20:00:00
71146,null,3086,null,2025-05-29,08:00:00,20:00:00
71147,null,3087,null,2025-05-30,08:00:00,20:00:00
71148,null,3088,null,2025-05-31,08:00:00,20:00:00
71149,null,3089,null,2025-06-01,08:00:00,20:00:00
71150,null,3090,null,2025-06-02,08:00:00,20:00:00
71151,null,3091,null,2025-05-19,08:00:00,20:00:00
71152,null,3092,null,2025-05-20,08:00:00,20:00:00
71153,null,3093,null,2025-05-21,08:00:00,20:00:00
71154,null,3094,null,2025-05-22,08:00:00,20:00:00
71155,null,3095,null,2025-05-23,08:00:00,20:00:00
71156,null,3096,null,2025-05-24,08:00:00,20:00:00
71157,null,3097,null,2025-05-25,08:00:00,20:00:00
71158,null,3098,null,2025-05-26,08:00:00,20:00:00
71159,null,3099,null,2025-05-27,08:00:00,20:00:00
71160,null,3100,null,2025-05-28,08:00:00,20:00:00
71161,null,3101,null,2025-05-29,08:00:00,20:00:00
71162,null,3102,null,2025-05-30,08:00:00,20:00:00
71163,null,3103,null,2025-05-31,08:00:00,20:00:00
71164,null,3104,null,2025-06-01,08:00:00,20:00:00
71165,null,3105,null,2025-06-02,08:00:00,20:00:00
71166,null,3106,null,2025-05-19,08:00:00,20:00:00
71167,null,3107,null,2025-05-20,08:00:00,20:00:00
71168,null,3108,null,2025-05-21,08:00:00,20:00:00
71169,null,3109,null,2025-05-22,08:00:00,20:00:00
71170,null,3110,null,2025-05-23,08:00:00,20:00:00
71171,null,3111,null,2025-05-24,08:00:00,20:00:00
71172,null,3112,null,2025-05-25,08:00:00,20:00:00
71173,null,3113,null,2025-05-26,08:00:00,20:00:00
71174,null,3114,null,2025-05-27,08:00:00,20:00:00
71175,null,3115,null,2025-05-28,08:00:00,20:00:00
71176,null,3116,null,2025-05-29,08:00:00,20:00:00
71177,null,3117,null,2025-05-30,08:00:00,20:00:00
71178,null,3118,null,2025-05-31,08:00:00,20:00:00
71179,null,3119,null,2025-06-01,08:00:00,20:00:00
71180,null,3120,null,2025-06-02,08:00:00,20:00:00
71181,null,3121,null,2025-05-19,08:00:00,20:00:00
71182,null,3122,null,2025-05-20,08:00:00,20:00:00
71183,null,3123,null,2025-05-21,08:00:00,20:00:00
71184,null,3124,null,2025-05-22,08:00:00,20:00:00
71185,null,3125,null,2025-05-23,08:00:00,20:00:00
71186,null,3126,null,2025-05-24,08:00:00,20:00:00
71187,null,3127,null,2025-05-25,08:00:00,20:00:00
71188,null,3128,null,2025-05-26,08:00:00,20:00:00
71189,null,3129,null,2025-05-27,08:00:00,20:00:00
71190,null,3130,null,2025-05-28,08:00:00,20:00:00
71191,null,3131,null,2025-05-29,08:00:00,20:00:00
71192,null,3132,null,2025-05-30,08:00:00,20:00:00
71193,null,3133,null,2025-05-31,08:00:00,20:00:00
71194,null,3134,null,2025-06-01,08:00:00,20:00:00
71195,null,3135,null,2025-06-02,08:00:00,20:00:00
71196,null,3136,null,2025-05-19,08:00:00,20:00:00
71197,null,3137,null,2025-05-20,08:00:00,20:00:00
71198,null,3138,null,2025-05-21,08:00:00,20:00:00
71199,null,3139,null,2025-05-22,08:00:00,20:00:00
71200,null,3140,null,2025-05-23,08:00:00,20:00:00
71201,null,3141,null,2025-05-24,08:00:00,20:00:00
71202,null,3142,null,2025-05-25,08:00:00,20:00:00
71203,null,3143,null,2025-05-26,08:00:00,20:00:00
71204,null,3144,null,2025-05-27,08:00:00,20:00:00
71205,null,3145,null,2025-05-28,08:00:00,20:00:00
71206,null,3146,null,2025-05-29,08:00:00,20:00:00
71207,null,3147,null,2025-05-30,08:00:00,20:00:00
71208,null,3148,null,2025-05-31,08:00:00,20:00:00
71209,null,3149,null,2025-06-01,08:00:00,20:00:00
71210,null,3150,null,2025-06-02,08:00:00,20:00:00
71211,null,3151,null,2025-05-19,08:00:00,20:00:00
71212,null,3152,null,2025-05-20,08:00:00,20:00:00
71213,null,3153,null,2025-05-21,08:00:00,20:00:00
71214,null,3154,null,2025-05-22,08:00:00,20:00:00
71215,null,3155,null,2025-05-23,08:00:00,20:00:00
71216,null,3156,null,2025-05-24,08:00:00,20:00:00
71217,null,3157,null,2025-05-25,08:00:00,20:00:00
71218,null,3158,null,2025-05-26,08:00:00,20:00:00
71219,null,3159,null,2025-05-27,08:00:00,20:00:00
71220,null,3160,null,2025-05-28,08:00:00,20:00:00
71221,null,3161,null,2025-05-29,08:00:00,20:00:00
71222,null,3162,null,2025-05-30,08:00:00,20:00:00
71223,null,3163,null,2025-05-31,08:00:00,20:00:00
71224,null,3164,null,2025-06-01,08:00:00,20:00:00
71225,null,3165,null,2025-06-02,08:00:00,20:00:00
71226,null,3166,null,2025-05-19,08:00:00,20:00:00
71227,null,3167,null,2025-05-20,08:00:00,20:00:00
71228,null,3168,null,2025-05-21,08:00:00,20:00:00
71229,null,3169,null,2025-05-22,08:00:00,20:00:00
71230,null,3170,null,2025-05-23,08:00:00,20:00:00
71231,null,3171,null,2025-05-24,08:00:00,20:00:00
71232,null,3172,null,2025-05-25,08:00:00,20:00:00
71233,null,3173,null,2025-05-26,08:00:00,20:00:00
71234,null,3174,null,2025-05-27,08:00:00,20:00:00
71235,null,3175,null,2025-05-28,08:00:00,20:00:00
71236,null,3176,null,2025-05-29,08:00:00,20:00:00
71237,null,3177,null,2025-05-30,08:00:00,20:00:00
71238,null,3178,null,2025-05-31,08:00:00,20:00:00
71239,null,3179,null,2025-06-01,08:00:00,20:00:00
71240,null,3180,null,2025-06-02,08:00:00,20:00:00
71241,null,3181,null,2025-05-19,08:00:00,20:00:00
71242,null,3182,null,2025-05-20,08:00:00,20:00:00
71243,null,3183,null,2025-05-21,08:00:00,20:00:00
71244,null,3184,null,2025-05-22,08:00:00,20:00:00
71245,null,3185,null,2025-05-23,08:00:00,20:00:00
71246,null,3186,null,2025-05-24,08:00:00,20:00:00
71247,null,3187,null,2025-05-25,08:00:00,20:00:00
71248,null,3188,null,2025-05-26,08:00:00,20:00:00
71249,null,3189,null,2025-05-27,08:00:00,20:00:00
71250,null,3190,null,2025-05-28,08:00:00,20:00:00
71251,null,3191,null,2025-05-29,08:00:00,20:00:00
71252,null,3192,null,2025-05-30,08:00:00,20:00:00
71253,null,3193,null,2025-05-31,08:00:00,20:00:00
71254,null,3194,null,2025-06-01,08:00:00,20:00:00
71255,null,3195,null,2025-06-02,08:00:00,20:00:00
71256,null,3196,null,2025-05-19,08:00:00,20:00:00
71257,null,3197,null,2025-05-20,08:00:00,20:00:00
71258,null,3198,null,2025-05-21,08:00:00,20:00:00
71259,null,3199,null,2025-05-22,08:00:00,20:00:00
71260,null,3200,null,2025-05-23,08:00:00,20:00:00
71261,null,3201,null,2025-05-24,08:00:00,20:00:00
71262,null,3202,null,2025-05-25,08:00:00,20:00:00
71263,null,3203,null,2025-05-26,08:00:00,20:00:00
71264,null,3204,null,2025-05-27,08:00:00,20:00:00
71265,null,3205,null,2025-05-28,08:00:00,20:00:00
71266,null,3206,null,2025-05-29,08:00:00,20:00:00
71267,null,3207,null,2025-05-30,08:00:00,20:00:00
71268,null,3208,null,2025-05-31,08:00:00,20:00:00
71269,null,3209,null,2025-06-01,08:00:00,20:00:00
71270,null,3210,null,2025-06-02,08:00:00,20:00:00
71271,null,3211,null,2025-05-19,08:00:00,20:00:00
71272,null,3212,null,2025-05-20,08:00:00,20:00:00
71273,null,3213,null,2025-05-21,08:00:00,20:00:00
71274,null,3214,null,2025-05-22,08:00:00,20:00:00
71275,null,3215,null,2025-05-23,08:00:00,20:00:00
71276,null,3216,null,2025-05-24,08:00:00,20:00:00
71277,null,3217,null,2025-05-25,08:00:00,20:00:00
71278,null,3218,null,2025-05-26,08:00:00,20:00:00
71279,null,3219,null,2025-05-27,08:00:00,20:00:00
71280,null,3220,null,2025-05-28,08:00:00,20:00:00
71281,null,3221,null,2025-05-29,08:00:00,20:00:00
71282,null,3222,null,2025-05-30,08:00:00,20:00:00
71283,null,3223,null,2025-05-31,08:00:00,20:00:00
71284,null,3224,null,2025-06-01,08:00:00,20:00:00
71285,null,3225,null,2025-06-02,08:00:00,20:00:00
71286,null,3226,null,2025-05-19,20:00:00,08:00:00
71287,null,3227,null,2025-05-20,20:00:00,08:00:00
71288,null,3228,null,2025-05-21,20:00:00,08:00:00
71289,null,3229,null,2025-05-22,20:00:00,08:00:00
71290,null,3230,null,2025-05-23,20:00:00,08:00:00
71291,null,3231,null,2025-05-24,20:00:00,08:00:00
71292,null,3232,null,2025-05-25,20:00:00,08:00:00
71293,null,3233,null,2025-05-26,20:00:00,08:00:00
71294,null,3234,null,2025-05-27,20:00:00,08:00:00
71295,null,3235,null,2025-05-28,20:00:00,08:00:00
71296,null,3236,null,2025-05-29,20:00:00,08:00:00
71297,null,3237,null,2025-05-30,20:00:00,08:00:00
71298,null,3238,null,2025-05-31,20:00:00,08:00:00
71299,null,3239,null,2025-06-01,20:00:00,08:00:00
71300,null,3240,null,2025-06-02,20:00:00,08:00:00
71301,null,3241,null,2025-05-19,20:00:00,08:00:00
71302,null,3242,null,2025-05-20,20:00:00,08:00:00
71303,null,3243,null,2025-05-21,20:00:00,08:00:00
71304,null,3244,null,2025-05-22,20:00:00,08:00:00
71305,null,3245,null,2025-05-23,20:00:00,08:00:00
71306,null,3246,null,2025-05-24,20:00:00,08:00:00
71307,null,3247,null,2025-05-25,20:00:00,08:00:00
71308,null,3248,null,2025-05-26,20:00:00,08:00:00
71309,null,3249,null,2025-05-27,20:00:00,08:00:00
71310,null,3250,null,2025-05-28,20:00:00,08:00:00
71311,null,3251,null,2025-05-29,20:00:00,08:00:00
71312,null,3252,null,2025-05-30,20:00:00,08:00:00
71313,null,3253,null,2025-05-31,20:00:00,08:00:00
71314,null,3254,null,2025-06-01,20:00:00,08:00:00
71315,null,3255,null,2025-06-02,20:00:00,08:00:00
71316,null,3256,null,2025-05-19,20:00:00,08:00:00
71317,null,3257,null,2025-05-20,20:00:00,08:00:00
71318,null,3258,null,2025-05-21,20:00:00,08:00:00
71319,null,3259,null,2025-05-22,20:00:00,08:00:00
71320,null,3260,null,2025-05-23,20:00:00,08:00:00
71321,null,3261,null,2025-05-24,20:00:00,08:00:00
71322,null,3262,null,2025-05-25,20:00:00,08:00:00
71323,null,3263,null,2025-05-26,20:00:00,08:00:00
71324,null,3264,null,2025-05-27,20:00:00,08:00:00
71325,null,3265,null,2025-05-28,20:00:00,08:00:00
71326,null,3266,null,2025-05-29,20:00:00,08:00:00
71327,null,3267,null,2025-05-30,20:00:00,08:00:00
71328,null,3268,null,2025-05-31,20:00:00,08:00:00
71329,null,3269,null,2025-06-01,20:00:00,08:00:00
71330,null,3270,null,2025-06-02,20:00:00,08:00:00
71331,null,3271,null,2025-05-19,20:00:00,08:00:00
71332,null,3272,null,2025-05-20,20:00:00,08:00:00
71333,null,3273,null,2025-05-21,20:00:00,08:00:00
71334,null,3274,null,2025-05-22,20:00:00,08:00:00
71335,null,3275,null,2025-05-23,20:00:00,08:00:00
71336,null,3276,null,2025-05-24,20:00:00,08:00:00
71337,null,3277,null,2025-05-25,20:00:00,08:00:00
71338,null,3278,null,2025-05-26,20:00:00,08:00:00
71339,null,3279,null,2025-05-27,20:00:00,08:00:00
71340,null,3280,null,2025-05-28,20:00:00,08:00:00
71341,null,3281,null,2025-05-29,20:00:00,08:00:00
71342,null,3282,null,2025-05-30,20:00:00,08:00:00
71343,null,3283,null,2025-05-31,20:00:00,08:00:00
71344,null,3284,null,2025-06-01,20:00:00,08:00:00
71345,null,3285,null,2025-06-02,20:00:00,08:00:00
71346,null,3286,null,2025-05-19,20:00:00,08:00:00
71347,null,3287,null,2025-05-20,20:00:00,08:00:00
71348,null,3288,null,2025-05-21,20:00:00,08:00:00
71349,null,3289,null,2025-05-22,20:00:00,08:00:00
71350,null,3290,null,2025-05-23,20:00:00,08:00:00
71351,null,3291,null,2025-05-24,20:00:00,08:00:00
71352,null,3292,null,2025-05-25,20:00:00,08:00:00
71353,null,3293,null,2025-05-26,20:00:00,08:00:00
71354,null,3294,null,2025-05-27,20:00:00,08:00:00
71355,null,3295,null,2025-05-28,20:00:00,08:00:00
71356,null,3296,null,2025-05-29,20:00:00,08:00:00
71357,null,3297,null,2025-05-30,20:00:00,08:00:00
71358,null,3298,null,2025-05-31,20:00:00,08:00:00
71359,null,3299,null,2025-06-01,20:00:00,08:00:00
71360,null,3300,null,2025-06-02,20:00:00,08:00:00
71361,null,3301,null,2025-05-19,20:00:00,08:00:00
71362,null,3302,null,2025-05-20,20:00:00,08:00:00
71363,null,3303,null,2025-05-21,20:00:00,08:00:00
71364,null,3304,null,2025-05-22,20:00:00,08:00:00
71365,null,3305,null,2025-05-23,20:00:00,08:00:00
71366,null,3306,null,2025-05-24,20:00:00,08:00:00
71367,null,3307,null,2025-05-25,20:00:00,08:00:00
71368,null,3308,null,2025-05-26,20:00:00,08:00:00
71369,null,3309,null,2025-05-27,20:00:00,08:00:00
71370,null,3310,null,2025-05-28,20:00:00,08:00:00
71371,null,3311,null,2025-05-29,20:00:00,08:00:00
71372,null,3312,null,2025-05-30,20:00:00,08:00:00
71373,null,3313,null,2025-05-31,20:00:00,08:00:00
71374,null,3314,null,2025-06-01,20:00:00,08:00:00
71375,null,3315,null,2025-06-02,20:00:00,08:00:00
71376,null,3316,null,2025-05-19,20:00:00,08:00:00
71377,null,3317,null,2025-05-20,20:00:00,08:00:00
71378,null,3318,null,2025-05-21,20:00:00,08:00:00
71379,null,3319,null,2025-05-22,20:00:00,08:00:00
71380,null,3320,null,2025-05-23,20:00:00,08:00:00
71381,null,3321,null,2025-05-24,20:00:00,08:00:00
71382,null,3322,null,2025-05-25,20:00:00,08:00:00
71383,null,3323,null,2025-05-26,20:00:00,08:00:00
71384,null,3324,null,2025-05-27,20:00:00,08:00:00
71385,null,3325,null,2025-05-28,20:00:00,08:00:00
71386,null,3326,null,2025-05-29,20:00:00,08:00:00
71387,null,3327,null,2025-05-30,20:00:00,08:00:00
71388,null,3328,null,2025-05-31,20:00:00,08:00:00
71389,null,3329,null,2025-06-01,20:00:00,08:00:00
71390,null,3330,null,2025-06-02,20:00:00,08:00:00
71391,null,3331,null,2025-05-19,20:00:00,08:00:00
71392,null,3332,null,2025-05-20,20:00:00,08:00:00
71393,null,3333,null,2025-05-21,20:00:00,08:00:00
71394,null,3334,null,2025-05-22,20:00:00,08:00:00
71395,null,3335,null,2025-05-23,20:00:00,08:00:00
71396,null,3336,null,2025-05-24,20:00:00,08:00:00
71397,null,3337,null,2025-05-25,20:00:00,08:00:00
71398,null,3338,null,2025-05-26,20:00:00,08:00:00
71399,null,3339,null,2025-05-27,20:00:00,08:00:00
71400,null,3340,null,2025-05-28,20:00:00,08:00:00
71401,null,3341,null,2025-05-29,20:00:00,08:00:00
71402,null,3342,null,2025-05-30,20:00:00,08:00:00
71403,null,3343,null,2025-05-31,20:00:00,08:00:00
71404,null,3344,null,2025-06-01,20:00:00,08:00:00
71405,null,3345,null,2025-06-02,20:00:00,08:00:00
71406,null,3346,null,2025-05-19,20:00:00,08:00:00
71407,null,3347,null,2025-05-20,20:00:00,08:00:00
71408,null,3348,null,2025-05-21,20:00:00,08:00:00
71409,null,3349,null,2025-05-22,20:00:00,08:00:00
71410,null,3350,null,2025-05-23,20:00:00,08:00:00
71411,null,3351,null,2025-05-24,20:00:00,08:00:00
71412,null,3352,null,2025-05-25,20:00:00,08:00:00
71413,null,3353,null,2025-05-26,20:00:00,08:00:00
71414,null,3354,null,2025-05-27,20:00:00,08:00:00
71415,null,3355,null,2025-05-28,20:00:00,08:00:00
71416,null,3356,null,2025-05-29,20:00:00,08:00:00
71417,null,3357,null,2025-05-30,20:00:00,08:00:00
71418,null,3358,null,2025-05-31,20:00:00,08:00:00
71419,null,3359,null,2025-06-01,20:00:00,08:00:00
71420,null,3360,null,2025-06-02,20:00:00,08:00:00
71421,null,3361,null,2025-05-19,20:00:00,08:00:00
71422,null,3362,null,2025-05-20,20:00:00,08:00:00
71423,null,3363,null,2025-05-21,20:00:00,08:00:00
71424,null,3364,null,2025-05-22,20:00:00,08:00:00
71425,null,3365,null,2025-05-23,20:00:00,08:00:00
71426,null,3366,null,2025-05-24,20:00:00,08:00:00
71427,null,3367,null,2025-05-25,20:00:00,08:00:00
71428,null,3368,null,2025-05-26,20:00:00,08:00:00
71429,null,3369,null,2025-05-27,20:00:00,08:00:00
71430,null,3370,null,2025-05-28,20:00:00,08:00:00
71431,null,3371,null,2025-05-29,20:00:00,08:00:00
71432,null,3372,null,2025-05-30,20:00:00,08:00:00
71433,null,3373,null,2025-05-31,20:00:00,08:00:00
71434,null,3374,null,2025-06-01,20:00:00,08:00:00
71435,null,3375,null,2025-06-02,20:00:00,08:00:00
71436,null,3376,null,2025-05-19,20:00:00,08:00:00
71437,null,3377,null,2025-05-20,20:00:00,08:00:00
71438,null,3378,null,2025-05-21,20:00:00,08:00:00
71439,null,3379,null,2025-05-22,20:00:00,08:00:00
71440,null,3380,null,2025-05-23,20:00:00,08:00:00
71441,null,3381,null,2025-05-24,20:00:00,08:00:00
71442,null,3382,null,2025-05-25,20:00:00,08:00:00
71443,null,3383,null,2025-05-26,20:00:00,08:00:00
